ID,NameSubtext_lang,Description_lang,AuraDescription_lang
19483,Rank 1,Burns nearby enemies for $20153s1 fire damage every $t1 seconds.,Burns nearby enemies for $20153s1 fire damage every $t1 seconds.
19484,,,
19485,Rank 1,Increases your ranged weapon $?s446374[and melee ability ][]critical strike damage bonus by $s1%.,
19486,,,Stamina reduced by $s1.
19487,Rank 2,Increases your ranged weapon $?s446374[and melee ability ][]critical strike damage bonus by $s1%.,
19488,Rank 3,Increases your ranged weapon $?s446374[and melee ability ][]critical strike damage bonus by $s1%.,
19489,Rank 4,Increases your ranged weapon $?s446374[and melee ability ][]critical strike damage bonus by $s1%.,
19490,Rank 5,Increases your ranged weapon $?s446374[and melee ability ][]critical strike damage bonus by $s1%.,
19491,Rank 1,Reduces the Stamina of targets affected by your Scorpid Sting by 10% of the amount of Strength reduced.,
19492,,"Dispels magic on nearby enemies, removing $s1 beneficial spell $leffect:effects;.",
19493,Rank 2,Reduces the Stamina of targets affected by your Scorpid Sting by 20% of the amount of Strength reduced.,
19494,Rank 3,Reduces the Stamina of targets affected by your Scorpid Sting by 30% of the amount of Strength reduced.,
19496,,Reduces the movement speed of nearby enemies by $s1% for $d.,Movement speed reduced by $s1%.
19497,,,
19498,Rank 1,Increases the range of your ranged weapons by $s1 yards.,
19499,Rank 2,Increases the range of your ranged weapons by $s1 yards.,
19500,Rank 3,Increases the range of your ranged weapons by $s1 yards.,
19502,,,
19503,,A short-range shot that deals $s1% weapon damage and disorients the target for $d.  Any damage caused will remove the effect.  Turns off your attack when used.,Disoriented.
19505,Rank 1,"Purges $s1 harmful magic $leffect:effects; from a friend or $s1 beneficial magic $leffect:effects; from an enemy.  If an effect is devoured, the Felhunter will be healed for $19658s1.",
19506,Rank 1,Increases the $?$s446374 [ranged ][]attack power of party members within $a1 yards by $s1.  Lasts $d.,$?$w1>$w2[Ranged ][]Attack Power increased by $w1.
19507,Rank 1,Increases the damage you deal with ranged weapons by $s1%.,
19508,Rank 2,Increases the damage you deal with ranged weapons by $s1%.,
19509,Rank 3,Increases the damage you deal with ranged weapons by $s1%.,
19510,Rank 4,Increases the damage you deal with ranged weapons by $s1%.,
19511,Rank 5,Increases the damage you deal with ranged weapons by $s1%.,
19512,,Cure a sickly animal afflicted by the taint of poisoning.,
19513,,"Creates a cloud of lightning that lasts $d., blasting all enemies in a selected area for $s1 Nature damage and inflicting $s2 additional damage every $t2 sec.",
19514,,"Surrounds the caster with $n balls of lightning that have $h% chance of striking melee or ranged attackers for $s1 damage. Each time the lightning shield strikes, a ball of lightning dissipates. Thus, the shield expires after $d. or after it has struck $n times.",$h% chance of inflicting $s1 Nature damage on hit.
19515,,,
19516,,,Attack speed increased by $s1%.
19527,,,
19548,,"Begins taming an Ice Claw Bear to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Ice Claw Bear.
19549,Rank 1,Increases the Dodge bonus of your Aspect of the Monkey by $s1%.,
19550,Rank 2,Increases the Dodge bonus of your Aspect of the Monkey by $s1%.,
19551,Rank 3,Increases the Dodge bonus of your Aspect of the Monkey by $s1%.,
19552,Rank 1,"While Aspect of the Hawk is active, all normal ranged attacks have a $s1% chance of increasing ranged attack speed by $6150s1% for $6150d.",
19553,Rank 2,"While Aspect of the Hawk is active, all normal ranged attacks have a $s1% chance of increasing ranged attack speed by $6150s1% for $6150d.",
19554,Rank 3,"While Aspect of the Hawk is active, all normal ranged attacks have a $s1% chance of increasing ranged attack speed by $6150s1% for $6150d.",
19555,Rank 4,"While Aspect of the Hawk is active, all normal ranged attacks have a $s1% chance of increasing ranged attack speed by $6150s1% for $6150d.",
19556,Rank 5,"While Aspect of the Hawk is active, all normal ranged attacks have a $s1% chance of increasing ranged attack speed by $6150s1% for $6150d.",
19557,Rank 1,Increases the duration of your Eyes of the Beast by $/1000;s1 sec.,
19558,Rank 2,Increases the duration of your Eyes of the Beast by $/1000;s1 sec.,
19559,Rank 1,Increases the speed bonus of your Aspect of the Cheetah and Aspect of the Pack by $s1%.,
19560,Rank 2,Increases the speed bonus of your Aspect of the Cheetah and Aspect of the Pack by $s1%.,
19561,,,
19564,,Draw a sample of water from the waterfall at the mouth of the Cliffspring Falls cave .,
19565,,Draw a sample of water from the pool of water at the top of Dreadmist Peak.,
19566,,Allows an experienced leatherworker to turn Deeprock Salt into Refined Deeprock Salt.  Use of the device exposes the user to sub-core micro radiation and should not be used more than once every few days.,
19567,,,
19568,,,
19569,,,
19570,,,
19571,,,
19572,Rank 1,"Gives the Mend Pet spell a $s1% chance of cleansing $24406s1 Curse, Disease, Magic or Poison effect from the pet each tick.",
19573,Rank 2,"Gives the Mend Pet spell a $s1% chance of cleansing $24406s1 Curse, Disease, Magic or Poison effect from the pet each tick.",
19574,,"Send your pet into a rage causing $s2% additional damage for $d.  While enraged, the beast does not feel pity or remorse or fear and it cannot be stopped unless killed.",Enraged.
19575,Rank 2,"Revive Pet's casting time is reduced by $/1000;s1 sec, mana cost is reduced by $s2%, and increases the health your pet returns with by an additional $s3%.",
19577,,"Command your pet to intimidate the target on the next successful melee attack, causing a high amount of threat and stunning the target for $24394d.",Intimidating.
19578,Rank 1,"While your pet is active, you and your pet will regenerate $19579s1% of total health every $19579t1 sec.",
19579,Rank 1,,Regenerate $s1% of total health every $t1 sec.
19580,,,Base armor increased by $s1%.
19581,,,Max Health increased by $s1%.
19582,,,Speed increased by $s1%.
19583,Rank 1,Increases the Health of your pets by $s1%.,
19584,Rank 2,Increases the Health of your pets by $s1%.,
19585,Rank 3,Increases the Health of your pets by $s1%.,
19586,Rank 4,Increases the Health of your pets by $s1%.,
19587,Rank 5,Increases the Health of your pets by $s1%.,
19588,,Place between the Dead Goliaths in the Valley of Bones.,
19589,,,Focus regeneration increased by $s1%.
19590,Rank 1,Increases the Focus regeneration of your pets by $s1%.,
19591,,,Critical strike chance increased by $s1%.
19592,Rank 2,Increases the Focus regeneration of your pets by $s1%.,
19593,,"Explode, hurting all nearby enemies for damage proportional to distance.",
19594,,,
19595,,Reflect shadow and frost spells back at their caster,Shadow and frost spells are reflected back at the caster
19596,,Increases the outdoor movement speed of your pets by $s1%.,
19597,,,Tamed.
19598,Rank 1,Increases the critical strike chance of your pets by $s1%.,
19599,Rank 2,Increases the critical strike chance of your pets by $s1%.,
19600,Rank 3,Increases the critical strike chance of your pets by $s1%.,
19601,Rank 4,Increases the critical strike chance of your pets by $s1%.,
19602,Rank 5,Increases the critical strike chance of your pets by $s1%.,
19603,Rank 1,Gives your pet a $s1% chance to gain $19604s1 Focus after getting a critical strike.,
19604,,,
19605,Rank 2,Gives your pet a $s1% chance to gain $19604s1 Focus after getting a critical strike.,
19606,Rank 3,Gives your pet a $s1% chance to gain $19604s1 Focus after getting a critical strike.,
19607,Rank 4,Gives your pet a $s1% chance to gain $19604s1 Focus after getting a critical strike.,
19608,Rank 5,Gives your pet a $s1% chance to gain $19604s1 Focus after getting a critical strike.,
19609,Rank 1,Increases the Armor rating of your pets by $s1%.,
19610,Rank 2,Increases the Armor rating of your pets by $s1%.,
19612,Rank 3,Increases the Armor rating of your pets by $s1%.,
19614,,,
19615,Rank 1,Gives your pet a chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,Attack speed increased by $s1%.
19616,Rank 1,Increases the damage done by your pets by $s1%.,
19617,Rank 2,Increases the damage done by your pets by $s1%.,
19618,Rank 3,Increases the damage done by your pets by $s1%.,
19619,Rank 4,Increases the damage done by your pets by $s1%.,
19620,Rank 5,Increases the damage done by your pets by $s1%.,
19621,Rank 1,Gives your pet a $s1% chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,
19622,Rank 2,Gives your pet a $s1% chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,
19623,Rank 3,Gives your pet a $s1% chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,
19624,Rank 4,Gives your pet a $s1% chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,
19625,Rank 5,Gives your pet a $s1% chance to gain a $19615s1% attack speed increase for $19615d after dealing a critical strike.,
19626,,,
19627,,Inflicts $s1 Fire damage to nearby enemies.,
19628,,Inflicts $s1 Fire damage to nearby enemies.,
19629,,,
19630,,Inflicts $s1 Fire damage to enemies in a cone in front of the caster.,
19631,,Reduces the armor of nearby enemies by $s1 for $d.,Armor reduced by $s1.
19632,,"Inflicts normal damage plus $s1 to an enemy and its nearest allies, affecting up to $x1 targets.",
19633,,Inflicts normal damage plus $s1 to an enemy and knocks it back.,
19634,,Restores $s1 mana every $t1 sec for $d.,Restores $s1 mana every $t1 seconds.
19635,,Reduces the Fire resistance of nearby enemies by $s1 for $d.,Fire resistance reduced by $s1.
19636,,"Causes flames to blossom from the caster, immobilizing it and periodically inflicting $19637s1 Fire damage to an enemy for $d.","Immobilized.
Periodically inflicting $19637s1 Fire damage to an enemy."
19637,,,
19638,,Increases all resistances by $s1 for $d.,
19639,,Pummels an enemy and interrupts the spell being cast for $d.,
19640,,,
19641,,"Inflicts $o2 Fire damage to enemies in a cone in front of the caster, stunning them for $d.","Stunned.
$o2 Fire damage inflicted over $d."
19642,,"Inflicts normal damage plus $s1 to an enemy and its nearest allies, affecting up to $x1 targets.",
19643,,"Inflicts $s1% weapon damage to an enemy and leaves it wounded, reducing the effectiveness of any healing by $s2% for $d.",Healing effects reduced by $s2%.
19644,,Inflicts normal damage plus $s1 to an enemy.,
19645,,"Creates an anti-magic shell around the caster, giving it magic immunity for $d.",Immune to magic.
19646,,Allows opening of simple locks.  The skeleton key is consumed in the process.,
19647,Rank 2,"Silences the enemy for $24259d.  If used on a casting target, it will counter the enemy's spellcast, preventing any spell from that school of magic from being cast for $d.",
19648,Rank 1,,
19649,,Allows opening of standard locks.  The skeleton key is consumed in the process.,
19650,Rank 2,,
19651,,Allows opening of difficult locks.  The skeleton key is consumed in the process.,
19652,Rank 2,,Melee attack power reduced by $s1.
19653,Rank 3,,Melee attack power reduced by $s1.
19654,Rank 4,,Melee attack power reduced by $s1.
19655,Rank 2,"Taints the Felhunter's blood for $d.  When the Felhunter is hit with a melee attack, the attacker will lose $19652s1 melee attack power for $19652d.  Stacks up to 5 times on a single target.",Drains $19652s1 melee attack power when hit.  Stacks up to 5 times.
19656,Rank 3,"Taints the Felhunter's blood for $d.  When the Felhunter is hit with a melee attack, the attacker will lose $19653s1 melee attack power for $19653d.  Stacks up to 5 times on a single target.",Drains $19653s1 melee attack power when hit.  Stacks up to 5 times.
19657,,,
19658,Rank 1,,
19659,,Burns $19665s1 mana from nearby enemies every $t1 sec. for $d. Each point of mana that is destroyed also damages the target from which it is consumed.,$19665s1 mana burned every $t1 sec.
19660,Rank 4,"Taints the Felhunter's blood for $d.  When the Felhunter is hit with a melee attack, the attacker will lose $19654s1 melee attack power for $19654d.  Stacks up to 5 times on a single target.",Drains $19654s1 melee attack power when hit.  Stacks up to 5 times.
19661,Rank 1,,
19662,Rank 2,,
19663,Rank 3,,
19664,Rank 4,,
19665,,,
19666,,,
19667,,,
19668,,,
19669,,Allows opening of hard locks.  The skeleton key is consumed in the process.,
19670,,,
19671,,,
19672,,,
19673,,,
19674,,"Begins taming a Large Crag Boar to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Large Crag Boar.
19675,,,Immobilized.
19676,,,Tamed.
19677,,,Tamed.
19678,,,Tamed.
19679,,,Tamed.
19680,,,Tamed.
19681,,,Tamed.
19682,,,Tamed.
19683,,,Tamed.
19684,,,Tamed.
19685,,,Tamed.
19686,,,Tamed.
19687,,"Begins taming a Snow Leopard to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Snow Leopard.
19688,,"Begins taming an Adult Plainstrider to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Adult Plainstrider.
19689,,"Begins taming a Prairie Stalker to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Prairie Stalker.
19690,,Use to disguise yourself as a member of the Scarlet Crusade.,Disguised as a member of the Scarlet Crusade.
19691,,Attack Power increased by $s1 when fighting Beasts.,
19692,,"Begins taming a Swoop to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Swoop.
19693,,"Begins taming a Webwood Lurker to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Webwood Lurker.
19694,,"Begins taming a Dire Mottled Boar to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Dire Mottled Boar.
19695,,"Surrounds the caster with an inferno that periodically inflicts Fire damage to nearby enemies for $d. While the caster is aflame, $ghe:she; cannot move or use $ghis:her; abilities.","Unable to move or use abilities.
Periodically inflicting Fire damage to nearby enemies."
19696,,"Begins taming a Surf Crawler to be your companion for 10 minutes.  If you lose the beast's attention for any reason, the taming process will fail.",Taming Surf Crawler.
